TU_ID	start	stop	tss	strand	rho_dependent	sigma
TU00512_from_RpoD_mono	1989839	1990204	1990204	-	True	RpoD_mono
TU0_14005_from_RpoD_mono	3826968	3828359	None	+	True	RpoD_mono
TU00190_from_RpoD_mono	1617117	1618231	1617117	+	True	RpoD_mono
TU0_13090_from_RpoD_mono	980154	982117	980154	+	True	RpoD_mono
TU0_8847_from_RpoD_mono	3817511	3819193	None	-	True	RpoD_mono
TU00104_from_RpoD_mono	1684755	1686464	1686464	-	True	RpoD_mono
TU0_13657_from_RpoD_mono	2660605	2661345	None	-	True	RpoD_mono
TU0_5341_from_RPOS_MONOMER	2213767	2217545	2217545	-	True	RpoS_mono
TU0_13894_from_RpoD_mono	3365849	3366976	None	+	True	RpoD_mono
TU797_from_RpoD_mono	4047922	4048030	4047922	+	True	RpoD_mono
TU0_1141_from_RpoD_mono	1156989	1158525	1156989	+	True	RpoD_mono
TU0_13361_from_RpoD_mono	1744724	1745029	None	+	True	RpoD_mono
TU0_12888_from_RpoD_mono	323920	324588	None	-	True	RpoD_mono
TU0_13249_from_RPOS_MONOMER	1473090	1475474	1473090	+	True	RpoS_mono
TU0_14714_from_RpoD_mono	2543755	2546119	2543755	+	True	RpoD_mono
TU0_14494_from_RpoD_mono	159186	160722	160722	-	True	RpoD_mono
TU404_with_TERM121_from_RpoD_mono	3557776	3558779	3558779	-	False	RpoD_mono
TU0_13161_from_RpoD_mono	1215291	1215858	None	+	True	RpoD_mono
TU0_12835_from_RpoD_mono	214291	215979	None	+	True	RpoD_mono
TU0_7823_from_RpoD_mono	583903	584888	584888	-	True	RpoD_mono
TU00174_with_IHFA_TERMINATOR_from_RPOS_MONOMER	1793240	1793745	1793745	-	False	RpoS_mono
TU00255_from_RpoD_mono	1236748	1239172	1236748	+	True	RpoD_mono
TU0_8705_from_RpoD_mono	1619356	1620543	None	+	True	RpoD_mono
TU0_5_from_RpoD_mono	1146844	1150627	None	+	True	RpoD_mono
TU0_14404_from_RpoD_mono	2589582	2590984	2589582	+	True	RpoD_mono
TU0_6623_from_RpoD_mono	517564	519173	519173	-	True	RpoD_mono
TU0_3641_from_RPON_MONOMER	683753	686970	None	-	True	RpoN_mono
TU0_14134_from_RpoD_mono	4333717	4335054	None	-	True	RpoD_mono
TU0_14274_from_RpoD_mono	3430013	3430486	None	-	True	RpoD_mono
TU0_13781_from_RPON_MONOMER	3014014	3018511	3014014	+	True	RpoN_mono
TU0_14514_from_RpoD_mono	1104184	1104516	None	+	True	RpoD_mono
TU0_8614_from_RpoD_mono	4424651	4425445	None	-	True	RpoD_mono
TU0_1762_from_RPOS_MONOMER	1554630	1555080	1554630	+	True	RpoS_mono
TU0_13021_from_RpoD_mono	707459	709339	707459	+	True	RpoD_mono
TU0_8482_from_RpoD_mono	1787832	1789278	1789278	-	True	RpoD_mono
TU00442_from_RpoD_mono	2864581	2866140	2866140	-	True	RpoD_mono
TU0_13479_from_RpoD_mono	2064329	2065345	None	-	True	RpoD_mono
TU0_13609_from_RpoD_mono	2487264	2488208	None	-	True	RpoD_mono
TU0_14615_from_RpoD_mono	480478	483909	483909	-	True	RpoD_mono
TU00035_from_RpoD_mono	723630	728072	728072	-	True	RpoD_mono
TU0_5402_with_TERM0582_from_RpoD_mono	421719	423732	421719	+	False	RpoD_mono
TU0_5402_with_TERM0583_from_RpoD_mono	421719	423777	421719	+	False	RpoD_mono
TU5_from_RpoD_mono	1451889	1461462	1451889	+	True	RpoD_mono
TU0_14065_from_RpoD_mono	4062386	4065238	None	-	True	RpoD_mono
TU0_13178_from_RpoD_mono	1252308	1255175	None	-	True	RpoD_mono
TU0_14333_from_RpoD_mono	1145812	1145980	1145812	+	True	RpoD_mono
TU00307_from_RpoD_mono	587205	592401	None	-	True	RpoD_mono
TU0_13796_from_RpoD_mono	3057403	3057633	None	-	True	RpoD_mono
TU00513_from_RpoD_mono	2041492	2041586	2041586	-	True	RpoD_mono
TU0_14151_from_RpoD_mono	4389627	4390172	None	+	True	RpoD_mono
TU00191_from_RpoD_mono	3150097	3151445	3150097	+	True	RpoD_mono
TU0_13091_from_RpoD_mono	982246	983520	982246	+	True	RpoD_mono
TU0_13720_from_RpoD_mono	2857782	2858438	None	+	True	RpoD_mono
TU0_8771_from_RpoD_mono	1480279	1480884	None	-	True	RpoD_mono
TU0_13956_from_RpoD_mono	3638885	3640354	None	+	True	RpoD_mono
TU0_13854_from_RpoD_mono	3231750	3232477	None	-	True	RpoD_mono
TU0_12959_from_RpoD_mono	518957	522054	None	+	True	RpoD_mono
TU00105_from_RPOS_MONOMER	1683209	1684733	1684733	-	True	RpoS_mono
TU0_1342_from_RpoD_mono	2057988	2058965	2058965	-	True	RpoD_mono
TU0_14206_from_RPOH_MONOMER	4570437	4571954	None	+	True	RpoH_mono
TU0_13493_from_RpoD_mono	2087235	2087757	2087757	-	True	RpoD_mono
TU00382_with_TERM65_from_RpoD_mono	950430	952964	952964	-	False	RpoD_mono
TU0_7842_with_TERM_RPST_from_RpoD_mono	20771	21210	21210	-	False	RpoD_mono
TU0_14715_from_RpoD_mono	2543763	2546119	2543763	+	True	RpoD_mono
TU0_14006_from_RpoD_mono	3828454	3830189	3828454	+	True	RpoD_mono
TU0_13311_from_RpoD_mono	1626350	1627062	1626350	+	True	RpoD_mono
TU0_13551_from_RpoD_mono	2268748	2270304	None	+	True	RpoD_mono
TU0_8848_from_RpoD_mono	1197918	1198811	None	+	True	RpoD_mono
TU0_36411_with_TERM0_1156_from_RpoD_mono	1312692	1313420	1313420	-	False	RpoD_mono
TU0_1781_from_RpoD_mono	1255944	1257765	1257765	-	True	RpoD_mono
TU0_13658_from_RpoD_mono	2661464	2662267	None	+	True	RpoD_mono
TU0_8543_from_RpoD_mono	234816	235538	None	+	True	RpoD_mono
TU0_6625_from_RpoD_mono	3080899	3081968	3081968	-	True	RpoD_mono
TU801_from_RpoD_mono	4391960	4402327	4391960	+	True	RpoD_mono
TU0_1142_from_RpoD_mono	1156849	1158525	1156849	+	True	RpoD_mono
TU0_13362_from_RpoD_mono	1745155	1746759	None	+	True	RpoD_mono
TU0_13250_from_RpoD_mono	1475645	1480225	None	+	True	RpoD_mono
TU0_5421_with_TERM0503_from_RpoD_mono	498169	499275	499275	-	False	RpoD_mono
TU0_12836_from_RpoD_mono	216179	217003	None	-	True	RpoD_mono
TU0_8706_from_RpoD_mono	1622712	1623315	1622712	+	True	RpoD_mono
TU0_13895_from_RpoD_mono	3371720	3372511	None	-	True	RpoD_mono
TU00256_with_TERM0161_from_RpoD_mono	2595825	2597806	2597806	-	False	RpoD_mono
TU0_12889_from_RpoD_mono	331263	332683	331263	+	True	RpoD_mono
TU0_8615_from_RpoD_mono	4455337	4455888	None	-	True	RpoD_mono
TU0_13022_from_RpoD_mono	709013	709339	None	+	True	RpoD_mono
TU00443_with_TERM0902_from_RPOS_MONOMER	3069453	3071845	3071845	-	False	RpoS_mono
TU00443_with_TERM0902_from_RpoD_mono	3069453	3071845	3071845	-	False	RpoD_mono
TU0_14405_from_RpoD_mono	2833195	2835447	None	-	True	RpoD_mono
TU00036_with_TERM0223_from_RpoD_mono	360364	365567	365567	-	False	RpoD_mono
TU00036_with_TERM0222_from_RpoD_mono	360436	365567	365567	-	False	RpoD_mono
TU0_14515_with_TERM42_from_RPOS_MONOMER	1997565	1998409	None	-	False	RpoS_mono
TU501_from_RpoD_mono	1444402	1445391	1445391	-	True	RpoD_mono
TU0_8484_from_RpoD_mono	2295679	2301717	2301717	-	True	RpoD_mono
TU0_13179_from_RpoD_mono	1258347	1260026	None	-	True	RpoD_mono
TU0_36412_from_RPOS_MONOMER	157253	159391	159391	-	True	RpoS_mono
TU0_7844_with_TERM_RPST_from_RpoD_mono	20771	21120	21120	-	False	RpoD_mono
TU00514_from_RpoD_mono	2516063	2516275	2516275	-	True	RpoD_mono
TU0_1782_from_RpoD_mono	1255944	1257105	1257105	-	True	RpoD_mono
TU00192_with_GLYA_TERMINATOR_from_RpoD_mono	2682097	2683596	2683596	-	False	RpoD_mono
TU0_13093_from_RpoD_mono	986808	988267	988267	-	True	RpoD_mono
TU0_14275_from_EG11355_MONOMER	2860219	2861523	2860219	+	True	FliA_mono
TU0_14066_from_RpoD_mono	4065263	4067299	None	-	True	RpoD_mono
TU0_14334_from_RpoD_mono	2069339	2069542	None	+	True	RpoD_mono
TU00106_from_RpoD_mono	752408	753990	753990	-	True	RpoD_mono
TU00308_from_RpoD_mono	3611651	3617012	3611651	+	True	RpoD_mono
TU0_5481_from_RpoD_mono	1656027	1663144	1656027	+	True	RpoD_mono
TU0_14716_from_RpoD_mono	3193119	3193262	3193262	-	True	RpoD_mono
TU0_13798_from_RpoD_mono	3064299	3065195	None	-	True	RpoD_mono
TU0_13610_from_RpoD_mono	2488278	2489972	None	-	True	RpoD_mono
TU0_6626_from_RpoD_mono	1793277	1797325	1797325	-	True	RpoD_mono
TU0_6626_with_IHFA_TERMINATOR_from_RpoD_mono	1793240	1797325	1797325	-	False	RpoD_mono
TU0_14616_from_RpoD_mono	539583	542257	539583	+	True	RpoD_mono
TU0_14152_from_RpoD_mono	4402409	4402606	None	+	True	RpoD_mono
TU0_13721_from_RpoD_mono	2859452	2861523	None	+	True	RpoD_mono
TU0_8772_from_RpoD_mono	3542096	3542866	None	-	True	RpoD_mono
TU0_12960_from_RpoD_mono	522485	528124	None	+	True	RpoD_mono
TU0_13420_from_RpoD_mono	1903712	1904278	None	+	True	RpoD_mono
TU0_13494_from_RpoD_mono	2095345	2096325	None	-	True	RpoD_mono
TU00383_with_TERM65_from_RpoD_mono	950430	953074	953074	-	False	RpoD_mono
TU0_8544_from_RPOH_MONOMER	238746	239084	None	-	True	RpoH_mono
TU0_14007_from_RpoD_mono	3834245	3834339	3834245	+	True	RpoD_mono
TU0_8849_from_RpoD_mono	2812240	2812838	2812838	-	True	RpoD_mono
TU0_13957_from_RPOH_MONOMER	3640403	3643261	3643261	-	True	RpoH_mono
TU0_13855_from_RpoD_mono	3232761	3233897	None	-	True	RpoD_mono
TU0_13659_from_RpoD_mono	2662385	2663266	None	+	True	RpoD_mono
TU0_8707_from_RpoD_mono	1679719	1680054	None	-	True	RpoD_mono
TU0_36413_from_RpoD_mono	2405583	2407483	None	+	True	RpoD_mono
TU802_from_RpoD_mono	4392058	4402327	4392058	+	True	RpoD_mono
TU0_13363_from_RpoD_mono	1746771	1749088	None	-	True	RpoD_mono
TU0_1143_from_RpoD_mono	2714088	2714545	2714545	-	True	RpoD_mono
TU0_13251_from_RpoD_mono	1481142	1484987	None	+	True	RpoD_mono
TU0_1783_from_RpoD_mono	3084599	3085882	3084599	+	True	RpoD_mono
TU0_8616_from_RpoD_mono	4493213	4494232	None	-	True	RpoD_mono
TU0_13312_from_RpoD_mono	1627239	1627442	None	+	True	RpoD_mono
TU0_13552_from_RpoD_mono	2270334	2275911	2270334	+	True	RpoD_mono
TU0_13023_from_RpoD_mono	711261	712025	None	-	True	RpoD_mono
TU0_12837_from_RpoD_mono	218887	219995	None	-	True	RpoD_mono
TU00444_with_TERM53_from_RpoD_mono	2426052	2428792	2428792	-	False	RpoD_mono
TU0_7861_from_RPOS_MONOMER	1599484	1606128	1599484	+	True	RpoS_mono
TU00037_from_RpoD_mono	4255110	4257144	4255110	+	True	RpoD_mono
TU00257_from_RpoD_mono	2028472	2030341	None	-	True	RpoD_mono
TU0_5501_from_RpoD_mono	3316584	3318002	3316584	+	True	RpoD_mono
TU_8381_with_SPY_TERMINATOR_from_RpoD_mono	1823081	1823712	1823712	-	False	RpoD_mono
TU502_from_RpoD_mono	1739225	1740585	1739225	+	True	RpoD_mono
TU502_from_RPOS_MONOMER	1739225	1740585	1739225	+	True	RpoS_mono
TU0_13180_from_RpoD_mono	1285932	1286207	None	+	True	RpoD_mono
TU0_14406_from_RpoD_mono	2833195	2836036	2836036	-	True	RpoD_mono
TU0_6629_from_RpoD_mono	992500	996786	996786	-	True	RpoD_mono
TU00193_with_TERM0_1125_from_RpoD_mono	3770211	3774442	3770211	+	False	RpoD_mono
TU00193_with_TERM0_1122_from_RpoD_mono	3770211	3774198	3770211	+	False	RpoD_mono
TU00193_with_TERM0_1123_from_RpoD_mono	3770211	3774232	3770211	+	False	RpoD_mono
TU00193_with_TERM0_1124_from_RpoD_mono	3770211	3774327	3770211	+	False	RpoD_mono
TU00515_from_RpoD_mono	2815806	2816719	2816719	-	True	RpoD_mono
TU0_13094_from_RpoD_mono	997091	997630	None	+	True	RpoD_mono
TU0_13896_from_RpoD_mono	3376892	3378019	None	-	True	RpoD_mono
TU0_14516_from_RpoD_mono	892180	892656	None	+	True	RpoD_mono
TU0_8485_from_RpoD_mono	4156308	4156417	4156417	-	True	RpoD_mono
TU0_12890_from_RpoD_mono	332725	333657	None	-	True	RpoD_mono
TU00107_from_RpoD_mono	1194231	1195596	1194231	+	True	RpoD_mono
TU0_14717_from_RpoD_mono	3054873	3055013	3054873	+	True	RpoD_mono
TU0_36414_from_RPOS_MONOMER	2812240	2813087	2813087	-	True	RpoS_mono
TU0_14067_from_RpoD_mono	4067498	4068424	None	-	True	RpoD_mono
TU0_14336_from_RpoD_mono	2638617	2639826	None	-	True	RpoD_mono
TU00309_from_RpoD_mono	2864581	2866851	2866851	-	True	RpoD_mono
TU0_1802_with_PSPF_from_RpoD_mono	1364842	1365969	1365969	-	False	RpoD_mono
TU0_8545_from_RpoD_mono	239419	240216	240216	-	True	RpoD_mono
TU0_13799_from_RpoD_mono	3066195	3066858	3066858	-	True	RpoD_mono
TU0_14153_from_RpoD_mono	4408156	4409274	None	+	True	RpoD_mono
TU0_13722_from_RpoD_mono	2861615	2863034	None	+	True	RpoD_mono
TU0_8773_from_RpoD_mono	3712084	3714417	None	-	True	RpoD_mono
TU0_12961_from_RpoD_mono	528869	529240	None	-	True	RpoD_mono
TU0_5522_from_RpoD_mono	3808366	3810600	3810600	-	True	RpoD_mono
TU0_14276_from_EG11355_MONOMER	794218	796835	794218	+	True	FliA_mono
TU0_13421_from_RpoD_mono	1904275	1905084	None	-	True	RpoD_mono
TU0_13495_from_RpoD_mono	2096471	2097637	None	-	True	RpoD_mono
TU00384_with_TERM65_from_RpoD_mono	950430	953148	953148	-	False	RpoD_mono
TU0_8708_from_RpoD_mono	1701292	1702332	None	-	True	RpoD_mono
TU0_7881_from_RPOS_MONOMER	2152003	2163022	2152003	+	True	RpoS_mono
TU0_14617_from_RpoD_mono	628515	628936	628515	+	True	RpoD_mono
TU0_13611_from_RpoD_mono	2494216	2494651	None	-	True	RpoD_mono
TU0_14008_from_RpoD_mono	3834976	3836160	None	+	True	RpoD_mono
TU0_8855_with_PHEM_T3_from_RpoD_mono	1797185	1797787	1797787	-	False	RpoD_mono
TU0_8617_from_RpoD_mono	4476468	4476912	4476468	+	True	RpoD_mono
TU0_13024_from_RpoD_mono	714635	715129	None	+	True	RpoD_mono
TU00445_from_RpoD_mono	922303	924763	922303	+	True	RpoD_mono
TU0_13660_from_RpoD_mono	2664729	2665868	None	-	True	RpoD_mono
TU0_6630_from_RpoD_mono	4621124	4622822	4622822	-	True	RpoD_mono
TU821_from_RpoD_mono	4335191	4336065	4336065	-	True	RpoD_mono
TU0_13364_from_RpoD_mono	1749101	1752501	None	-	True	RpoD_mono
TU0_1161_from_RPOS_MONOMER	209679	211820	None	+	True	RpoS_mono
TU00038_with_TERM0242_from_RpoD_mono	4240562	4244487	4244487	-	False	RpoD_mono
TU0_13252_from_RpoD_mono	1485259	1486059	None	+	True	RpoD_mono
TU503_from_RPOS_MONOMER	1739403	1740585	1739403	+	True	RpoS_mono
TU0_13181_from_RpoD_mono	1286289	1286459	None	-	True	RpoD_mono
TU0_12838_from_RpoD_mono	222806	223408	222806	+	True	RpoD_mono
TU0_13958_from_RpoD_mono	3643373	3644250	3643373	+	True	RpoD_mono
TU0_36417_from_RpoD_mono	3562157	3566415	3566415	-	True	RpoD_mono
TU0_13856_from_RpoD_mono	3233982	3234485	None	+	True	RpoD_mono
TU0_1803_with_PSPF_from_RpoD_mono	1364842	1365953	1365953	-	False	RpoD_mono
TU00194_from_RpoD_mono	2708379	2710064	2708379	+	True	RpoD_mono
TU00516_from_RpoD_mono	2997006	2997086	2997086	-	True	RpoD_mono
TU0_14208_from_RpoD_mono	4585932	4587102	None	-	True	RpoD_mono
TU0_13095_from_RpoD_mono	997713	1003880	None	+	True	RpoD_mono
TU00258_from_RpoD_mono	3431672	3433183	3431672	+	True	RpoD_mono
TU_8382_from_RpoD_mono	944154	944780	None	-	True	RpoD_mono
TU0_14718_with_TERM0_1150_from_RpoD_mono	3661564	3662674	3662674	-	False	RpoD_mono
TU0_13313_from_RpoD_mono	1627477	1628937	None	-	True	RpoD_mono
TU00108_from_RpoD_mono	3381352	3382335	3382335	-	True	RpoD_mono
TU0_13553_from_RpoD_mono	2275915	2276259	None	-	True	RpoD_mono
TU0_5523_from_RPOH_MONOMER	3808366	3809198	3809198	-	True	RpoH_mono
TU0_14407_from_RpoD_mono	2833195	2836127	2836127	-	True	RpoD_mono
TU0_14518_from_RpoD_mono	1246919	1248337	None	-	True	RpoD_mono
TU0_8486_from_RpoD_mono	146314	146694	None	-	True	RpoD_mono
TU0_8546_from_RpoD_mono	290724	291455	None	+	True	RpoD_mono
TU0_7901_from_RpoD_mono	2234765	2237413	2237413	-	True	RpoD_mono
TU0_13897_from_RpoD_mono	3378204	3378611	3378204	+	True	RpoD_mono
TU0_14068_from_RpoD_mono	4068538	4071594	None	-	True	RpoD_mono
TU0_14337_from_RpoD_mono	2833077	2833189	None	+	True	RpoD_mono
TU00310_with_TERM52_from_RpoD_mono	2388027	2403184	2403184	-	False	RpoD_mono
TU0_12891_from_RpoD_mono	333749	334246	None	-	True	RpoD_mono
TU0_8709_from_RPOH_MONOMER	1742895	1744226	1744226	-	True	RpoH_mono
TU0_13800_from_RpoD_mono	3066969	3067893	3067893	-	True	RpoD_mono
TU0_6631_from_RpoD_mono	1987526	1988916	1987526	+	True	RpoD_mono
TU0_36418_from_RPOS_MONOMER	3904876	3908565	3908565	-	True	RpoS_mono
TU0_36418_from_RpoD_mono	3904876	3908565	3908565	-	True	RpoD_mono
TU0_14154_from_RpoD_mono	4409325	4412214	None	+	True	RpoD_mono
TU0_13723_from_RpoD_mono	2863123	2864487	None	+	True	RpoD_mono
TU0_8774_from_RpoD_mono	142008	142703	142703	-	True	RpoD_mono
TU0_8774_from_RPOH_MONOMER	142008	142703	142703	-	True	RpoH_mono
TU0_1805_with_PSPF_from_RpoD_mono	1364842	1366064	1366064	-	False	RpoD_mono
TU0_8619_from_RpoD_mono	4477057	4477560	None	-	True	RpoD_mono
TU0_12962_from_RpoD_mono	545904	550555	None	+	True	RpoD_mono
TU0_13025_from_RpoD_mono	728357	728563	None	+	True	RpoD_mono
TU00446_from_RpoD_mono	922315	924763	922315	+	True	RpoD_mono
TU0_13422_from_RpoD_mono	1905250	1905641	1905641	-	True	RpoD_mono
TU00385_from_RpoD_mono	2411492	2412694	None	+	True	RpoD_mono
TU0_14009_from_RpoD_mono	3836271	3837194	None	+	True	RpoD_mono
TU00039_from_RpoD_mono	3546008	3550532	3550532	-	True	RpoD_mono
TU0_5543_from_RpoD_mono	3808366	3810018	3810018	-	True	RpoD_mono
TU0_8856_with_PHEM_T3_from_RpoD_mono	1797185	1797325	1797325	-	False	RpoD_mono
TU521_from_RpoD_mono	2908778	2911851	2911851	-	True	RpoD_mono
TU0_13182_from_RpoD_mono	1287005	1287847	None	-	True	RpoD_mono
TU0_13661_from_RpoD_mono	2671296	2671790	None	+	True	RpoD_mono
TU0_14278_from_EG11355_MONOMER	2001896	2004102	None	+	True	FliA_mono
TU841_from_RpoD_mono	2229841	2230750	2229841	+	True	RpoD_mono
TU00195_from_RpoD_mono	988377	989637	989637	-	True	RpoD_mono
TU00517_from_RpoD_mono	3311364	3316319	3316319	-	True	RpoD_mono
TU0_13365_from_RpoD_mono	1752956	1753165	None	-	True	RpoD_mono
TU0_13096_from_RpoD_mono	1005175	1005717	None	+	True	RpoD_mono
TU0_1181_from_RpoD_mono	4033262	4038659	4033262	+	True	RpoD_mono
TU0_1181_from_RPOH_MONOMER	4033262	4038659	4033262	+	True	RpoH_mono
TU0_13253_from_RpoD_mono	1488926	1489456	None	+	True	RpoD_mono
TU0_14719_with_TERM0_1150_from_RpoD_mono	3661564	3662804	3662804	-	False	RpoD_mono
TU0_13612_from_RpoD_mono	2495079	2496421	2496421	-	True	RpoD_mono
TU0_14618_from_RpoD_mono	906075	908543	908543	-	True	RpoD_mono
TU00109_from_RpoD_mono	29619	34038	29619	+	True	RpoD_mono
TU0_12839_from_RPOS_MONOMER	229098	229970	229098	+	True	RpoS_mono
TU0_7962_from_RPOS_MONOMER	1250226	1252208	1250226	+	True	RpoS_mono
TU00259_from_RpoD_mono	3878171	3881984	3881984	-	True	RpoD_mono
TU0_36419_from_RPOS_MONOMER	3904876	3906579	3906579	-	True	RpoS_mono
TU0_36419_from_RpoD_mono	3904876	3906579	3906579	-	True	RpoD_mono
TU_8383_from_RPOE_MONOMER	2535337	2536505	2535337	+	True	RpoE_mono
TU0_1821_from_RpoD_mono	594796	601080	594796	+	True	RpoD_mono
TU0_13959_from_RpoD_mono	3644322	3645674	None	+	True	RpoD_mono
TU0_8547_from_RpoD_mono	302215	302829	None	+	True	RpoD_mono
TU0_13857_from_RpoD_mono	3234562	3235254	None	+	True	RpoD_mono
TU0_14408_from_RpoD_mono	331097	332683	331097	+	True	RpoD_mono
TU0_6634_with_TERM101_from_RPOS_MONOMER	122969	127619	122969	+	False	RpoS_mono
TU0_6634_with_TERM101_from_RpoD_mono	122969	127619	122969	+	False	RpoD_mono
TU0_14209_from_RpoD_mono	4587152	4589302	None	-	True	RpoD_mono
TU0_14519_from_RpoD_mono	3468167	3469351	None	-	True	RpoD_mono
TU0_5561_from_RpoD_mono	3101010	3104992	3101010	+	True	RpoD_mono
TU0_8487_from_RpoD_mono	2534408	2535341	2535341	-	True	RpoD_mono
TU0_13314_from_RpoD_mono	1629026	1630309	None	-	True	RpoD_mono
TU0_8710_from_RpoD_mono	1776414	1777352	1777352	-	True	RpoD_mono
TU0_13554_from_RpoD_mono	2276592	2277782	None	-	True	RpoD_mono
TU0_8620_from_RpoD_mono	4477753	4478949	None	+	True	RpoD_mono
TU0_13026_from_RpoD_mono	728806	733325	None	+	True	RpoD_mono
TU0_14338_from_RpoD_mono	1550025	1550410	None	+	True	RpoD_mono
TU0_14069_from_RpoD_mono	4071762	4073477	None	+	True	RpoD_mono
TU00447_from_RpoD_mono	922433	924763	922433	+	True	RpoD_mono
TU00311_from_RpoD_mono	3311364	3316197	3316197	-	True	RpoD_mono
TU0_13801_from_RpoD_mono	3071998	3077352	None	-	True	RpoD_mono
TU0_14155_from_RpoD_mono	4414040	4414315	None	-	True	RpoD_mono
TU0_13724_from_RpoD_mono	2871036	2871359	None	-	True	RpoD_mono
TU0_8777_from_RpoD_mono	1269972	1271072	None	-	True	RpoD_mono
TU00040_from_RpoD_mono	4338743	4339673	4339673	-	True	RpoD_mono
TU0_12963_from_RpoD_mono	552441	553660	None	-	True	RpoD_mono
TU522_from_RpoD_mono	2907916	2909390	2909390	-	True	RpoD_mono
TU0_13183_from_RpoD_mono	1287897	1288400	1288400	-	True	RpoD_mono
TU0_13423_from_RpoD_mono	1906285	1906572	None	-	True	RpoD_mono
TU0_36420_from_RpoD_mono	3904876	3905688	3905688	-	True	RpoD_mono
TU0_13898_from_RpoD_mono	3378676	3381289	3378676	+	True	RpoD_mono
TU0_13498_from_RpoD_mono	2112526	2116428	None	-	True	RpoD_mono
TU00386_with_BOLA_from_RpoD_mono	453658	454089	453658	+	False	RpoD_mono
TU00386_with_BOLA_from_RPOS_MONOMER	453658	454089	453658	+	False	RpoS_mono
TU0_7981_from_RPOS_MONOMER	1246919	1250167	1250167	-	True	RpoS_mono
TU0_12892_from_RpoD_mono	334504	338967	None	+	True	RpoD_mono
TU0_1822_from_RpoD_mono	592551	594685	594685	-	True	RpoD_mono
TU00518_from_RpoD_mono	3320094	3320300	3320300	-	True	RpoD_mono
TU00196_from_RpoD_mono	1899957	1902770	1899957	+	True	RpoD_mono
TU0_14730_from_RpoD_mono	812716	814770	812716	+	True	RpoD_mono
TU0_13097_from_RpoD_mono	1014938	1015105	None	+	True	RpoD_mono
TU0_14010_from_RpoD_mono	3838572	3839794	3839794	-	True	RpoD_mono
TU0_8862_from_RpoD_mono	3510656	3511719	3511719	-	True	RpoD_mono
TU00110_from_RpoD_mono	29551	34038	29551	+	True	RpoD_mono
TU0_13662_from_RpoD_mono	2671838	2673783	None	-	True	RpoD_mono
TU0_5562_from_RpoD_mono	3100933	3104992	3100933	+	True	RpoD_mono
TU0_6635_with_TERM70_from_RpoD_mono	3913531	3920293	3920293	-	False	RpoD_mono
TU861_from_RPOS_MONOMER	2253312	2254036	2253312	+	True	RpoS_mono
TU0_13366_from_RpoD_mono	1755745	1756749	None	-	True	RpoD_mono
TU0_1182_with_TERM0_1116_from_RpoD_mono	4164390	4169985	4164390	+	False	RpoD_mono
TU0_1182_with_TERM0_1116_from_RPOH_MONOMER	4164390	4169985	4164390	+	False	RpoH_mono
TU0_1182_with_TERM0_1115_from_RpoD_mono	4164390	4169826	4164390	+	False	RpoD_mono
TU0_1182_with_TERM0_1115_from_RPOH_MONOMER	4164390	4169826	4164390	+	False	RpoH_mono
TU0_13254_from_RpoD_mono	1489701	1489874	None	+	True	RpoD_mono
TU0_12840_from_RPOH_MONOMER	231064	232549	231064	+	True	RpoH_mono
TU0_8548_from_RpoD_mono	344890	345561	None	-	True	RpoD_mono
TU0_14282_from_RpoD_mono	1984823	1985452	1984823	+	True	RpoD_mono
TU00260_from_RPOH_MONOMER	12048	15298	12048	+	True	RpoH_mono
TU_8384_from_RPOE_MONOMER	2614090	2615959	2614090	+	True	RpoE_mono
TU0_13613_from_RpoD_mono	2496693	2500009	None	+	True	RpoD_mono
TU0_14619_from_RpoD_mono	1105515	1106999	1105515	+	True	RpoD_mono
TU0_8711_from_RpoD_mono	1803349	1804107	None	-	True	RpoD_mono
TU0_1441_from_EG11355_MONOMER	2017619	2021702	2017619	+	True	FliA_mono
TU0_36422_from_RpoD_mono	1607253	1608744	1608744	-	True	RpoD_mono
TU0_14520_with_TERM53_from_RpoD_mono	2426052	2426648	None	-	False	RpoD_mono
TU0_1841_from_RpoD_mono	2346844	2347521	2347521	-	True	RpoD_mono
TU0_8621_from_RpoD_mono	4499283	4499612	None	+	True	RpoD_mono
TU0_13027_from_RpoD_mono	734873	735442	None	+	True	RpoD_mono
TU0_8488_from_RpoD_mono	4227476	4228165	None	-	True	RpoD_mono
TU00448_with_TERM52_from_RpoD_mono	2388027	2403357	2403357	-	False	RpoD_mono
TU0_8001_from_RpoD_mono	844964	845854	845854	-	True	RpoD_mono
TU0_13858_from_RpoD_mono	3235304	3236319	3235304	+	True	RpoD_mono
TU00041_from_RPOH_MONOMER	4212256	4213232	4212256	+	True	RpoH_mono
TU0_5564_from_RpoD_mono	3102015	3104992	3102015	+	True	RpoD_mono
TU523_from_RpoD_mono	2907916	2909377	2909377	-	True	RpoD_mono
TU0_1421_from_RpoD_mono	1614979	1616242	1614979	+	True	RpoD_mono
TU0_14339_from_RpoD_mono	194784	195664	194784	+	True	RpoD_mono
TU0_14070_from_RpoD_mono	4073571	4076461	4073571	+	True	RpoD_mono
TU00312_with_TERM0_1145_from_RPOS_MONOMER	1978120	1980489	1980489	-	False	RpoS_mono
TU0_14735_from_RpoD_mono	3656065	3656916	3656065	+	True	RpoD_mono
TU0_13802_from_RpoD_mono	3077666	3079729	3079729	-	True	RpoD_mono
