#name	description	is_reversible	data_source	is_spontaneous
FA80ACPHi1	fatty-acyl-ACP hydrolase	0	iJO1366_genetic_unlumping	0
CLPNH141pp	cardiolipin hydrolase (periplasm, n-C14:1)	0	iJO1366	0
LSERDHr	L-serine dehydrogenase	1	iJO1366	0
UMPK	UMP kinase	1	iJO1366	0
G1PPpp	Glucose-1-phosphatase	0	iJO1366	0
MOX	malate oxidase	1	iJO1366	0
ICHORSi	Isochorismate Synthase	0	iJO1366	0
URIH	Uridine hydrolase	0	iJO1366	0
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	1	iJO1366	0
AMPTASEPG	aminopeptidase (pro-gly)	0	iJO1366	0
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	0	iJO1366	0
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	1	iJO1366	0
GLYBt2pp	Glycine betaine transport via proton symport (periplasm)	0	iJO1366	0
NTD3pp	5_prime_-nucleotidase (dCMP)	0	iJO1366	0
ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	1	iJO1366	0
12PPDRtex	(R)-Propane-1,2-diol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
MLDCP2Bpp	murein L,D-carboxypeptidase (murein4p3p) (periplasm)	0	iJO1366	0
CRNDabcpp	D-carnitine transport via ABC system (periplasm)	0	iJO1366	0
LACZpp	b-galactosidase	0	iJO1366	0
DHNCOAS	1,4-dihydroxy-2-napthoyl-CoA synthase	0	iJO1366	0
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0	iJO1366	0
NTD2pp	5_prime_-nucleotidase (UMP)	0	iJO1366	0
URIC	uricase	0	iJO1366	0
PYDXNtex	pyridoxine transport via diffusion (extracellular)	1	iJO1366	0
ACHBS	2-aceto-2-hydroxybutanoate synthase	0	iJO1366	0
GLUNpp	glutaminase	0	iJO1366	0
DALAtex	D-Alanine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ALLPI	Allose 6-phosphate isomerase	1	iJO1366	0
HADPCOADH3	3-hydroxyadipyl-CoA dehydrogenase (NAD+)	1	iJO1366	0
CTPS2	CTP synthase (glutamine)	0	iJO1366	0
URIt2pp	uridine transport in via proton symport (periplasm)	0	iJO1366	0
GTHRDabcpp	Reduced glutathione via ABC system (periplasm)	0	iJO1366	0
PGPP181	phosphatidylglycerol phosphate phosphatase (n-C18:1)	0	iJO1366	0
PGPP180	phosphatidylglycerol phosphate phosphatase (n-C18:0)	0	iJO1366	0
FE3DHBZR	release of Fe(III) from ferric 2,3-dihydroxybenzoylserine	0	iJO1366	0
GALTptspp	Galactitol transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
PHEt2rpp	L-phenylalanine reversible transport via proton symport (periplasm)	1	iJO1366	0
CPGNtonex	Coprogen transport via ton system (extracellular)	0	iJO1366	0
ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	0	iJO1366	0
CS	citrate synthase	0	iJO1366	0
GLYCtpp	glycerol transport via channel (periplasm)	1	iJO1366	1
SFGTHi	S-Formylglutathione hydralase	0	iJO1366	0
ALAtex	L-alanine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
SufBCD_mod_1:2Fe2Satp_mediated_FE_loading	SufBCD_mod_1:2Fe2Satp_mediated_FE_loading	0	M_protein_recon	0
SufBCD_2:2fe2s_to_SufBCD_1:4fe4s	SufBCD_2:2fe2s_to_SufBCD_1:4fe4s	0	M_protein_recon	0
GP4GH	Gp4G hydrolase	0	iJO1366	0
COLIPAPabctex	core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)	0	iJO1366	0
HCINNMtex	3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm)	1	iJO1366	0
NMNN	NMN nucleosidase	0	iJO1366	0
CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	0	iJO1366	0
TDSK	Tetraacyldisaccharide 4_prime_kinase	0	iJO1366	0
PAPSR24	phosphoadenylyl-sulfate reductase (glutaredoxin)	0	iJO1366_genetic_unlumping	0
PAPSR21	phosphoadenylyl-sulfate reductase (glutaredoxin)	0	iJO1366_genetic_unlumping	0
CD2tpp	cadmium (+2) transport in via permease (no H+)	0	iJO1366	0
FE3HOXabcpp	ferric-dicitrate transport via ABC system (periplasm)	0	iJO1366	0
PAPSR22	phosphoadenylyl-sulfate reductase (glutaredoxin)	0	iJO1366_genetic_unlumping	0
METOX1s	methionine oxidation (spontaneous)	0	iJO1366	1
ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
FEOXAMUtpp	ferroxamine (minus Fe3) secretion (to periplasm)	0	iJO1366	0
DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)	0	iJO1366	0
ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLU5K	glutamate 5-kinase	0	iJO1366	0
TSULtex	thiosulfate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
3NTD9pp	3_prime_-nucleotidase (GMP) (periplasm)	0	iJO1366	0
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	1	iJO1366	0
FE3HOXR1	Fe(III)hydroxamate reductase	0	iJO1366	0
TARTD	L(+)-tartrate dehydratase	0	iJO1366	0
FE3HOXR3	Fe(III)hydroxamate reductase	0	iJO1366	0
EAR60y1	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	0	iJO1366_genetic_unlumping	0
PYDAMK	pyridoxamine kinase	0	iJO1366	0
GLCabcpp	D-glucose transport via ABC system (periplasm)	0	iJO1366	0
PA181abcpp	phosphatidate transport via ABC system (n-C18:1, periplasm)	0	iJO1366	0
FUSAtex	Fusidic acid transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)	0	iJO1366	0
SHCHCS3	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	0	iJO1366	0
HKNTDH	2-hydroxy-6-ketononotrienedioate hydrolase	0	iJO1366	0
12DGR120tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)	0	iJO1366	0
PTRCt2pp	putrescine transport in via proton symport	0	iJO1366	0
FEENTERR2	Fe-enterobactin reduction (Fe(III)-unloading)	0	iJO1366	0
LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)	0	iJO1366	0
LPLIPAL2G181	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)	0	iJO1366	0
GUI2	glucuronate isomerase (D-galacturonate)	1	iJO1366	0
GUI1	glucuronate isomerase (D-glucuronate)	1	iJO1366	0
MCTP2App	murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	0	iJO1366	0
GLUtex	L-glutamate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
THMDtex	thymidine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
NMNt7pp	NMN transport via NMN glycohydrolase (periplasm)	0	iJO1366	0
HYXNtpp	Hypoxanthine transport (periplasm)	1	iJO1366	0
X5PL3E	L-xylulose 5-phosphate 3-epimerase	0	iJO1366	0
GALTtex	Galactitol transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GLNS	glutamine synthetase	0	iJO1366	0
RNDR2b1	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
RNDR2b3	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
RNDR2b2	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
RNDR2b4	ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)	0	iJO1366_genetic_unlumping	0
PPALtpp	propanal transport via channel (periplasm)	1	iJO1366	0
ALLK	Allose kinase	0	iJO1366	0
LALDO3	L-Lactaldehyde:NADP+ 1-oxidoreductase	0	iJO1366	0
SLNTtpp	selenite transport via proton symport (periplasm)	0	iJO1366	0
MNt2pp	manganese (Mn+2) transport in via proton symport (periplasm)	0	iJO1366	0
PLIPA1E160pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)	0	iJO1366	0
RBFK	riboflavin kinase	0	iJO1366	0
OPHHX	2-Octaprenylphenol hydroxylase	0	iJO1366	0
GGPTRCO	gamma glutamyl putrescine oxidase	0	iJO1366	0
ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CGLYtex	L-Cysteinylglycine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DSBAO11	DsbA protein reoxidation reaction (aerobic)	0	iJO1366_genetic_unlumping	0
Zn2tex	zinc (Zn+2) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
BSORy	Biotin sulfoxide reductase	0	iJO1366	0
CPH4S	6-carboxy-5,6,7,8-tetrahydropterin synthase	0	iJO1366	0
HYD1pp	hydrogenase (ubiquinone-8: 2 protons) (periplasm)	0	iJO1366	0
BSORx	Biotin sulfoxide reductase	0	iJO1366	0
4Fe4S_to_ErpA_by_IscU	4Fe4S_to_ErpA_by_IscU	0	M_protein_recon	0
CBItonex	Cobinamide transport via ton system (extermal)	0	iJO1366	0
2DGULRGy	2-Dehydro-L-gulonate reductase to gluconate (NADPH)	0	iJO1366	0
2DGULRGx	2-Dehydro-L-gulonate reductase to gluconate (NADH)	0	iJO1366	0
DOPAtex	dopamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
2AGPG180tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
AGPAT1611	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	0	iJO1366_genetic_unlumping	0
ADOCBLabcpp	Adenosylcobalamin transport via ABC system (periplasm)	0	iJO1366	0
FUMt2_2pp	Fumarate transport via proton symport (2 H) (periplasm)	0	iJO1366	0
AGMtex	agmatine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
METS	methionine synthase	0	iJO1366	0
KDOCT2	3-deoxy-manno-octulosonate cytidylyltransferase	0	iJO1366	0
O16AP1pp	O16 antigen polymerase (periplasm)	0	iJO1366	0
ACOLIPAabctex	arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	0	iJO1366	0
PROD2	Proline dehydrogenase	0	iJO1366	0
REPHACCOAI	ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	1	iJO1366	0
G3PStex	glycerophosphserine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ENLIPAabctex	phosphoethanolamine lipid A transport via ABC system (periplasm to extracellular)	0	iJO1366	0
PSCLYStex	psicoselysine transporter via diffusion (extracellular)	1	iJO1366	0
HOMtex	L-homoserine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
XYLabcpp	D-xylose transport via ABC system (periplasm)	0	iJO1366	0
PE120abcpp	phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)	0	iJO1366	0
TAGURr	tagaturonate reductase	1	iJO1366	0
GBBTNtex	gamma-butyrobetaine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
3OAS1211	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	0	iJO1366_genetic_unlumping	0
GLYCDx	Glycerol dehydrogenase	0	iJO1366	0
RBP4E	L-ribulose-phosphate 4-epimerase	1	iJO1366	0
CHTBStex	chitobiose transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ARBTNabcpp	aerobactin transport via ABC system (periplasm)	0	iJO1366	0
12DGR181tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)	0	iJO1366	0
GALS3	a-galactosidase (melibiose)	0	iJO1366	0
DMStex	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	1	iJO1366	0
S_transfer_to_IscU_mod_1:2Fe2S_mod_2:fe2	S_transfer_to_IscU_mod_1:2Fe2S_mod_2:fe2	0	M_protein_recon	0
SUCTARTtpp	succinate:D-tartrate antiporter (periplasm)	1	iJO1366	0
URAt2rpp	uracil transport in via proton symport, reversible (periplasm)	1	iJO1366	0
AMPN	AMP nucleosidase	0	iJO1366	0
FE3HOXexs	Fe(III) hydroxamate Fe-loading reaction (spontaneaous)	0	iJO1366	1
DXYLK	1-Deoxy-D-xylulose kinase	0	iJO1366	0
PAPPT3	phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	0	iJO1366	0
G3PAT1811	glycerol-3-phosphate acyltransferase (C18:1)	0	iJO1366_genetic_unlumping	0
3HCINNMH	3-hydroxycinnamate hydroxylase	0	iJO1366	0
ORNabcpp	ornithine transport via ABC system (periplasm)	0	iJO1366	0
PMEACPE1	Pimeloyl-[ACP] methyl ester esterase	0	iJO1366_genetic_unlumping	0
FLVR	flavin reductase	0	iJO1366	0
NADPHQR3	NADPH Quinone Reductase (Menaquinone-8)	0	iJO1366	0
NADPHQR4	NADPH Quinone Reductase (2-Demethylmenaquinone-8)	0	iJO1366	0
ADOCBLS	Adenosylcobalamin 5_prime_-phosphate synthase	0	iJO1366	0
PG180abcpp	phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)	0	iJO1366	0
LADGMDH	L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase	0	iJO1366	0
DDGALK	2-dehydro-3-deoxygalactonokinase	0	iJO1366	0
CPGNabcpp	coprogen transport via ABC system (periplasm)	0	iJO1366	0
Cs_cyto_import	Cs_cyto_import	0	M_protein_recon	0
ECAP1pp	enterobacterial common antigen polymerase (periplasm)	0	iJO1366	0
3HAD1411	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)	0	iJO1366_genetic_unlumping	0
ORNDC	Ornithine Decarboxylase	0	iJO1366	0
PItex	phosphate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DCYTD	deoxycytidine deaminase	0	iJO1366	0
SELGTHR	selenate glutathione reductase	0	iJO1366	0
RNTR1c21	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
RNTR1c22	ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
AP5AH	Ap5A hydrolase	0	iJO1366	0
MGSA	methylglyoxal synthase	0	iJO1366	0
MOCOS	molybdenum cofactor synthase	0	iJO1366	0
DTARTD	D(-)-tartrate dehydratase	0	iJO1366	0
AB6PGH	Arbutin 6-phosphate glucohydrolase	0	iJO1366	0
EAR100x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	0	iJO1366_genetic_unlumping	0
TYRtex	L-tyrosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HDCAtexi	Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm)	0	iJO1366	0
SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	0	iJO1366	0
MOBDtex	molybdate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
FACOAE100	fatty-acid-CoA thioesterase (decanoate)	0	iJO1366	0
ADD	adenine deaminase	0	iJO1366	0
TYRPpp	phospho-L-tyrosine phosphatase (periplasmic)	0	iJO1366	0
MDDEP2pp	murein D,D-endopeptidase (murein3px4p) (periplasm)	0	iJO1366	0
GLCDpp	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	0	iJO1366	0
FDH4pp	formate dehydrogenase (quinone-8) (periplasm)	0	iJO1366	0
RNDR22	ribonucleoside-diphosphate reductase (GDP)	0	iJO1366_genetic_unlumping	0
ALTRH	altronate hydrolase	0	iJO1366	0
RNDR21	ribonucleoside-diphosphate reductase (GDP)	0	iJO1366_genetic_unlumping	0
LALALGLUtex	L-alanyl-L-glutamate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
OPHBDC	Octaprenyl-hydroxybenzoate decarboxylase	0	iJO1366	0
CYSTL	cystathionine b-lyase	0	iJO1366	0
GTHPi	glutathione peridoxase	0	iJO1366	0
FE3DHBZStonex	ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)	0	iJO1366	0
Kt3pp	potassium transport out via proton antiport (periplasm)	0	iJO1366	0
UAGDP	UDP-N-acetylglucosamine diphosphorylase	0	iJO1366	0
TRSARr	tartronate semialdehyde reductase	1	iJO1366	0
PDX5POi	pyridoxine 5_prime_-phosphate oxidase	0	iJO1366	0
R5PPpp	ribose 5-phosphate phosphatase	0	iJO1366	0
HPPPNt2rpp	3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)	1	iJO1366	0
SUCCtex	succinate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	0	iJO1366	0
ASPt2_3pp	L-asparate transport via proton symport (3 H) (periplasm)	0	iJO1366	0
ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
ECA4COLIPAabctex	enterobacterial common antigen (x4) core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	0	iJO1366	0
SUCCt3pp	succinate transport out via proton antiport (periplasm)	0	iJO1366	0
OXAMTC	oxamate transcarbamoylase	0	iJO1366	0
SPODM	superoxide dismutase	0	iJO1366	0
GLUabcpp	L-glutamate transport via ABC system (periplasm)	0	iJO1366	0
TPRDCOAS	triphosphoribosyl-dephospho-CoA synthase	0	iJO1366	0
4Fe4S_to_ErpA_by_SufA	4Fe4S_to_ErpA_by_SufA	0	M_protein_recon	0
NTD9	5_prime_-nucleotidase (GMP)	0	iJO1366	0
NTD6	5_prime_-nucleotidase (dAMP)	0	iJO1366	0
NTD7	5_prime_-nucleotidase (AMP)	0	iJO1366	0
NTD4	5_prime_-nucleotidase (CMP)	0	iJO1366	0
NTD5	5_prime_-nucleotidase (dTMP)	0	iJO1366	0
NTD2	5_prime_-nucleotidase (UMP)	0	iJO1366	0
NTD3	5_prime_-nucleotidase (dCMP)	0	iJO1366	0
NTD1	5_prime_-nucleotidase (dUMP)	0	iJO1366	0
THMDt2rpp	thymidine transport in via proton symport, reversible (periplasm)	1	iJO1366	0
NAtex	sodium transport via diffusion (extracellular to periplasm)	1	iJO1366	0
METAT	methionine adenosyltransferase	0	iJO1366	0
2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	0	iJO1366	0
INStex	inosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DOXRBCNtpp	Doxorubicin transport via TolC system	0	iJO1366	0
RHCCE	S-ribosylhomocysteine cleavage enzyme	0	iJO1366	0
PPCK	phosphoenolpyruvate carboxykinase	0	iJO1366	0
ARBTNR3	aerobactin reductase	0	iJO1366	0
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	1	iJO1366	0
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	1	iJO1366	0
ADSL1r	adenylsuccinate lyase	1	iJO1366	0
PACALDtex	phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	1	iJO1366	0
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	1	iJO1366	0
G6PDH2r	glucose 6-phosphate dehydrogenase	1	iJO1366	0
HCYSMT	homocysteine S-methyltransferase	0	iJO1366	0
Kabcpp	Potassium ABC transporter (periplasm)	0	iJO1366	0
MELIBt2pp	melibiose transport in via symport (periplasm)	0	iJO1366	0
NTP11	nucleoside-triphosphatase (dITP)	0	iJO1366	0
NACODA	N-acetylornithine deacetylase	0	iJO1366	0
DSERtex	D-serine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HG2t3pp	mercury (Hg+2) transport out via proton antiport (periplasm)	0	iJO1366	0
CFAS180G	cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C18:0)	0	iJO1366	0
GDPMNH	GDP-mannose mannosyl hydrolase	0	iJO1366	0
BMOCOS	bis-molybdenum cofactor synthase	0	iJO1366	0
UM4PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate-D-alanine ligase	0	iJO1366	0
ACMUMtex	N-acetylmuramate transport via diffusion (extracellular to periplasm)	0	iJO1366	0
LPLIPAL1A120pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)	0	iJO1366	0
GDPMNP	GDP-mannose phyrophosphatase	0	iJO1366	0
MMETt2pp	S-methylmethionine permease (periplasm)	0	iJO1366	0
DHACOAH	2,3-dehydroadipyl-CoA hydratase	1	iJO1366	0
EAR160x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	0	iJO1366_genetic_unlumping	0
MN2tpp	manganese transport in via permease (no H+)	0	iJO1366	0
PE180abcpp	phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)	0	iJO1366	0
FOMETRi	Aminomethyltransferase	0	iJO1366	0
ARBt2rpp	L-arabinose transport via proton symport (periplasm)	1	iJO1366	0
PAPA160	Phosphatidate phosphatase (n-C16:0)	0	iJO1366	0
PAPA161	Phosphatidate phosphatase (n-C16:1)	0	iJO1366	0
AGPAT1811	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	0	iJO1366_genetic_unlumping	0
MALTPTabcpp	maltopentaose transport via ABC system (periplasm)	0	iJO1366	0
ACACT3r	acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	1	iJO1366	0
MINOHPtexi	myo-inositol phosphate transport via diffusion (extracellular to periplasm)	0	iJO1366	0
PGPP120pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	0	iJO1366	0
PHETA1	phenylalanine transaminase	1	iJO1366	0
GPDDA3pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	0	iJO1366	0
PTRCORNt7pp	putrescine/ornithine antiporter (periplasm)	1	iJO1366	0
ACOAD4f	acyl-CoA dehydrogenase (decanoyl-CoA)	1	iJO1366	0
ATPHs	ATP amine hydrolysis (spontaneous)	0	iJO1366	1
NTPP9	Nucleoside triphosphate pyrophosphorylase (itp)	0	iJO1366	0
NTPP8	Nucleoside triphosphate pyrophosphorylase (utp)	0	iJO1366	0
NTPP7	Nucleoside triphosphate pyrophosphorylase (dttp)	0	iJO1366	0
NTPP6	Nucleoside triphosphate pyrophosphorylase (atp)	0	iJO1366	0
NTPP5	Nucleoside triphosphate pyrophosphorylase (datp)	0	iJO1366	0
NTPP4	Nucleoside triphosphate pyrophosphorylase (ctp)	0	iJO1366	0
NTPP3	Nucleoside triphosphate pyrophosphorylase (dctp)	0	iJO1366	0
NTPP2	Nucleoside triphosphate pyrophosphorylase (gtp)	0	iJO1366	0
NTPP1	Nucleoside triphosphate pyrophosphorylase (dgtp)	0	iJO1366	0
GUR1PPpp	Glucuronate 1-phosphate phosphatase (periplasm)	0	iJO1366	0
OGMEACPD1	3-Oxo-glutaryl-[ACP] methyl ester dehydratase	0	iJO1366_genetic_unlumping	0
OGMEACPR1	3-Oxo-glutaryl-[ACP] methyl ester reductase	0	iJO1366_genetic_unlumping	0
FCLPA	L-fuculose 1-phosphate aldolase	1	iJO1366	0
F6Pt6_2pp	Fructose-6-phosphate transport via phosphate antiport (periplasm)	0	iJO1366	0
RNTR3c22	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
MAN6PI	mannose-6-phosphate isomerase	1	iJO1366	0
RNTR3c21	ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
PDX5PS1	PDX5PS1	0	M_protein_recon	0
PDX5PS2	PDX5PS2	0	M_protein_recon	0
PPALtex	propanal transport via diffusion (extracellular to periplasm)	1	iJO1366	0
HPPPNDO	2,3-dihydroxypheylpropionate 1,2-dioxygenase	0	iJO1366	0
AMPMS2	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	0	iJO1366	0
DMSOR2pp	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	0	iJO1366	0
LCADi	lactaldehyde dehydrogenase	0	iJO1366	0
CHLt2pp	choline transport via proton symport (periplasm)	0	iJO1366	0
MCITS	2-methylcitrate synthase	0	iJO1366	0
RNTR2c21	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
RNTR2c22	ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	0	iJO1366_genetic_unlumping	0
MCITD	2-methylcitrate dehydratase	0	iJO1366	0
HIStex	L-histidine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PA160abcpp	phosphatidate transport via ABC system (n-C16:0, periplasm)	0	iJO1366	0
IG3PS	Imidazole-glycerol-3-phosphate synthase	0	iJO1366	0
DINStex	deoxyinosine transport via diffusion (extracellular to periplasm)	1	iJO1366	0
EAR161x1	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	0	iJO1366_genetic_unlumping	0
DNMPPA	Dihydroneopterin monophosphate dephosphorylase	0	iJO1366	0
PSSA181	Phosphatidylserine syntase (n-C18:1)	0	iJO1366	0
PSSA180	Phosphatidylserine syntase (n-C18:0)	0	iJO1366	0
S_transfer_to_IscU_mod_2:fe2	S_transfer_to_IscU_mod_2:fe2	0	M_protein_recon	0
SULFACtex	sulfoaceate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
DRPA	deoxyribose-phosphate aldolase	0	iJO1366	0
CLPNH140pp	cardiolipin hydrolase (periplasm, n-C14:0)	0	iJO1366	0
OCTAtex	Octanoate transport via diffusion (extracellular to periplasm)	1	iJO1366	0
PAPSR23	phosphoadenylyl-sulfate reductase (glutaredoxin)	0	iJO1366_genetic_unlumping	0
3OAS1201	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	0	iJO1366_genetic_unlumping	0
G1PTT	glucose-1-phosphate thymidylyltransferase	0	iJO1366	0
CD2tex	cadmium (Cd+2) transport via diffusion (extracellular to periplasm)	1	iJO1366	0
GALT1	galactosyltransferase I (LPS core synthesis)	0	iJO1366	0
URAtex	uracil transport via diffusion (extracellular to periplasm)	1	iJO1366	0
TYRL	tyrosine lyase	0	iJO1366	0
NNATr	nicotinate-nucleotide adenylyltransferase	1	iJO1366	0
PE161abcpp	phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)	0	iJO1366	0
SDPDS	succinyl-diaminopimelate desuccinylase	0	iJO1366	0
CRNCAL2	Carnitine-CoA Ligase	0	iJO1366	0
PPBNGS	porphobilinogen synthase	0	iJO1366	0
SULFACabcpp	sulfoacetate transport via ABC system (periplasm)	0	iJO1366	0
LPLIPAL1G161pp	Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)	0	iJO1366	0
LPLIPAL2ATG181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	0	iJO1366	0
LPLIPAL2ATG180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	0	iJO1366	0
3HAD1401	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	0	iJO1366_genetic_unlumping	0
CBPS	carbamoyl-phosphate synthase (glutamine-hydrolysing)	0	iJO1366	0
MALDt2_2pp	D-Malate transport via proton symport (2 H) (periplasm)	0	iJO1366	0
AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	0	iJO1366	0
AGM3PH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase	0	iJO1366	0
ACPPAT1801	acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	0	iJO1366_genetic_unlumping	0
TMDK1	thymidine kinase (ATP:thymidine)	0	iJO1366	0
